date,site,variable,data
2012-11-01,Lindi,tmax,31.4
2012-12-01,Lindi,tmax,31.6
2013-01-01,Lindi,tmax,31.5
2013-02-01,Lindi,tmax,32.1
2013-03-01,Lindi,tmax,31.1
2013-04-01,Lindi,tmax,30.8
2013-05-01,Lindi,tmax,30
2013-06-01,Lindi,tmax,29.3
2013-07-01,Lindi,tmax,28.7
2013-08-01,Lindi,tmax,28.6
2013-09-01,Lindi,tmax,29.4
2013-10-01,Lindi,tmax,30
2013-11-01,Lindi,tmax,31.3
2013-12-01,Lindi,tmax,31.9
2014-01-01,Lindi,tmax,31.9
2014-02-01,Lindi,tmax,30.8
2014-03-01,Lindi,tmax,30.9
2014-04-01,Lindi,tmax,30.5
2014-05-01,Lindi,tmax,30.1
2014-06-01,Lindi,tmax,29.7
2014-07-01,Lindi,tmax,29.2
2014-08-01,Lindi,tmax,29.1
2014-09-01,Lindi,tmax,29.2
2014-10-01,Lindi,tmax,30.3
2014-11-01,Lindi,tmax,NA
2014-12-01,Lindi,tmax,31.8
2015-01-01,Lindi,tmax,30.4
2015-02-01,Lindi,tmax,31.8
2015-03-01,Lindi,tmax,30.5
2015-04-01,Lindi,tmax,31.2
2015-05-01,Lindi,tmax,30.1
2015-06-01,Lindi,tmax,29.8
2015-07-01,Lindi,tmax,29.2
2015-08-01,Lindi,tmax,29.2
2015-09-01,Lindi,tmax,29.9
2015-10-01,Lindi,tmax,30.9
2015-11-01,Lindi,tmax,30.6
2015-12-01,Lindi,tmax,32
2016-01-01,Lindi,tmax,31.6
2016-02-01,Lindi,tmax,31.2
2016-03-01,Lindi,tmax,32.6
2016-04-01,Lindi,tmax,31.1
2016-05-01,Lindi,tmax,30.6
2016-06-01,Lindi,tmax,29.9
2016-07-01,Lindi,tmax,29.1
2016-08-01,Lindi,tmax,28.8
2016-09-01,Lindi,tmax,29.1
2016-10-01,Lindi,tmax,30.1
2016-11-01,Lindi,tmax,30.9
2016-12-01,Lindi,tmax,31.9
2017-01-01,Lindi,tmax,31.9
2017-02-01,Lindi,tmax,30.7
2017-03-01,Lindi,tmax,31.4
2017-04-01,Lindi,tmax,30.4
2017-05-01,Lindi,tmax,30
2017-06-01,Lindi,tmax,29.2
2017-07-01,Lindi,tmax,28.9
2017-08-01,Lindi,tmax,29
2017-09-01,Lindi,tmax,29.6
2017-10-01,Lindi,tmax,30.4
2017-11-01,Lindi,tmax,31.3
2017-12-01,Lindi,tmax,31.4
2005-01-01,Lindi,tmin,NA
2005-02-01,Lindi,tmin,25.1
2005-03-01,Lindi,tmin,24.4
2005-04-01,Lindi,tmin,24
2005-05-01,Lindi,tmin,22.9
2005-06-01,Lindi,tmin,21.7
2005-07-01,Lindi,tmin,20.5
2005-08-01,Lindi,tmin,21.5
2005-09-01,Lindi,tmin,23
2005-10-01,Lindi,tmin,23.7
2005-11-01,Lindi,tmin,24.7
2005-12-01,Lindi,tmin,26
2006-01-01,Lindi,tmin,25
2006-02-01,Lindi,tmin,24.7
2006-03-01,Lindi,tmin,23.7
2006-04-01,Lindi,tmin,23.6
2006-05-01,Lindi,tmin,22.7
2006-06-01,Lindi,tmin,21.6
2006-07-01,Lindi,tmin,20.7
2006-08-01,Lindi,tmin,21.3
2006-09-01,Lindi,tmin,22.1
2006-10-01,Lindi,tmin,23.8
2006-11-01,Lindi,tmin,25.5
2006-12-01,Lindi,tmin,24.3
2007-01-01,Lindi,tmin,24.7
2007-02-01,Lindi,tmin,25
2007-03-01,Lindi,tmin,24.7
2007-04-01,Lindi,tmin,24.3
2007-05-01,Lindi,tmin,23.6
2007-06-01,Lindi,tmin,21.6
2007-07-01,Lindi,tmin,21.2
2007-08-01,Lindi,tmin,21.8
2007-09-01,Lindi,tmin,22.5
2007-10-01,Lindi,tmin,24.1
2007-11-01,Lindi,tmin,25.4
2007-12-01,Lindi,tmin,25.7
2008-01-01,Lindi,tmin,25.1
2008-02-01,Lindi,tmin,24.1
2008-03-01,Lindi,tmin,24.6
2008-04-01,Lindi,tmin,23.5
2008-05-01,Lindi,tmin,22.7
2008-06-01,Lindi,tmin,21.1
2008-07-01,Lindi,tmin,20.9
2008-08-01,Lindi,tmin,21.8
2008-09-01,Lindi,tmin,22.6
2008-10-01,Lindi,tmin,24.4
2008-11-01,Lindi,tmin,25.7
2008-12-01,Lindi,tmin,25.7
2009-01-01,Lindi,tmin,26.2
2009-02-01,Lindi,tmin,25
2009-03-01,Lindi,tmin,25.1
2009-04-01,Lindi,tmin,24.3
2009-05-01,Lindi,tmin,22.9
2009-06-01,Lindi,tmin,22.2
2009-07-01,Lindi,tmin,20.9
2009-08-01,Lindi,tmin,21.2
2009-09-01,Lindi,tmin,22.2
2009-10-01,Lindi,tmin,24
2009-11-01,Lindi,tmin,25.5
2009-12-01,Lindi,tmin,25.7
2010-01-01,Lindi,tmin,24.7
2010-02-01,Lindi,tmin,24.6
2010-03-01,Lindi,tmin,24.7
2010-04-01,Lindi,tmin,24.2
2010-05-01,Lindi,tmin,23.9
2010-06-01,Lindi,tmin,22.3
2010-07-01,Lindi,tmin,21.5
2010-08-01,Lindi,tmin,21.6
2010-09-01,Lindi,tmin,22.4
2010-10-01,Lindi,tmin,23.5
2010-11-01,Lindi,tmin,25.1
2010-12-01,Lindi,tmin,25.5
2011-01-01,Lindi,tmin,25.7
2011-02-01,Lindi,tmin,24.8
2011-03-01,Lindi,tmin,24.5
2011-04-01,Lindi,tmin,24.3
2011-05-01,Lindi,tmin,22.9
2011-06-01,Lindi,tmin,21.8
2011-07-01,Lindi,tmin,21.1
2011-08-01,Lindi,tmin,21.3
2011-09-01,Lindi,tmin,22.7
2011-10-01,Lindi,tmin,23.7
2011-11-01,Lindi,tmin,25.3
2011-12-01,Lindi,tmin,25.2
2012-01-01,Lindi,tmin,24.7
2012-02-01,Lindi,tmin,24.8
2012-03-01,Lindi,tmin,24.4
2012-04-01,Lindi,tmin,24.1
2012-05-01,Lindi,tmin,22.9
2012-06-01,Lindi,tmin,21.6
2012-07-01,Lindi,tmin,20.9
2012-08-01,Lindi,tmin,21.2
2012-09-01,Lindi,tmin,22.6
2012-10-01,Lindi,tmin,24.2
2012-11-01,Lindi,tmin,25.3
2012-12-01,Lindi,tmin,24.3
2013-01-01,Lindi,tmin,25.5
2013-02-01,Lindi,tmin,25.8
2013-03-01,Lindi,tmin,24.7
2013-04-01,Lindi,tmin,24.6
2013-05-01,Lindi,tmin,23.4
2013-06-01,Lindi,tmin,NA
2013-07-01,Lindi,tmin,NA
2013-08-01,Lindi,tmin,NA
2013-09-01,Lindi,tmin,NA
2013-10-01,Lindi,tmin,NA
2013-11-01,Lindi,tmin,NA
2013-12-01,Lindi,tmin,NA
2014-01-01,Lindi,tmin,NA
2014-02-01,Lindi,tmin,NA
2014-03-01,Lindi,tmin,NA
2014-04-01,Lindi,tmin,NA
2014-05-01,Lindi,tmin,NA
2014-06-01,Lindi,tmin,NA
2014-07-01,Lindi,tmin,NA
2014-08-01,Lindi,tmin,NA
2014-09-01,Lindi,tmin,NA
2014-10-01,Lindi,tmin,NA
2014-11-01,Lindi,tmin,NA
2014-12-01,Lindi,tmin,NA
2015-01-01,Lindi,tmin,NA
2015-02-01,Lindi,tmin,NA
2015-03-01,Lindi,tmin,NA
2015-04-01,Lindi,tmin,24.8
2015-05-01,Lindi,tmin,23.7
2015-06-01,Lindi,tmin,22.1
2015-07-01,Lindi,tmin,21.9
2015-08-01,Lindi,tmin,22.4
2015-09-01,Lindi,tmin,22.9
2015-10-01,Lindi,tmin,24.8
2015-11-01,Lindi,tmin,25.2
2015-12-01,Lindi,tmin,26.1
2016-01-01,Lindi,tmin,25.3
2016-02-01,Lindi,tmin,24.8
2016-03-01,Lindi,tmin,25.7
2016-04-01,Lindi,tmin,24.1
2016-05-01,Lindi,tmin,22.2
2016-06-01,Lindi,tmin,21.2
2016-07-01,Lindi,tmin,20.7
2016-08-01,Lindi,tmin,21.7
2016-09-01,Lindi,tmin,22.6
2016-10-01,Lindi,tmin,24
2016-11-01,Lindi,tmin,25.3
2016-12-01,Lindi,tmin,26.2
2017-01-01,Lindi,tmin,26.4
2017-02-01,Lindi,tmin,25
2017-03-01,Lindi,tmin,25
2017-04-01,Lindi,tmin,24.1
2017-05-01,Lindi,tmin,23.6
2017-06-01,Lindi,tmin,22.2
2017-07-01,Lindi,tmin,21.1
2017-08-01,Lindi,tmin,21.9
2017-09-01,Lindi,tmin,22.5
2017-10-01,Lindi,tmin,24.5
2017-11-01,Lindi,tmin,25.7
2017-12-01,Lindi,tmin,25.5
2003-01-01,Lindi,rainfall,43.5
2003-02-01,Lindi,rainfall,NA
2003-03-01,Lindi,rainfall,22.7
2003-04-01,Lindi,rainfall,82.2
2003-05-01,Lindi,rainfall,18.9
2003-06-01,Lindi,rainfall,0
2003-07-01,Lindi,rainfall,0
2003-08-01,Lindi,rainfall,0
2003-09-01,Lindi,rainfall,8.7
2003-10-01,Lindi,rainfall,0
2003-11-01,Lindi,rainfall,0
2003-12-01,Lindi,rainfall,88.4
2004-01-01,Lindi,rainfall,93.7
2004-02-01,Lindi,rainfall,297.3
2004-03-01,Lindi,rainfall,177.2
2004-04-01,Lindi,rainfall,213
2004-05-01,Lindi,rainfall,0
2004-06-01,Lindi,rainfall,21.8
2004-07-01,Lindi,rainfall,1.7
2004-08-01,Lindi,rainfall,3.9
2004-09-01,Lindi,rainfall,1.2
2004-10-01,Lindi,rainfall,324.2
2004-11-01,Lindi,rainfall,257.8
2004-12-01,Lindi,rainfall,168.6
2005-01-01,Lindi,rainfall,NA
2005-02-01,Lindi,rainfall,25
2005-03-01,Lindi,rainfall,164.3
2005-04-01,Lindi,rainfall,236.4
2005-05-01,Lindi,rainfall,142
2005-06-01,Lindi,rainfall,14.9
2005-07-01,Lindi,rainfall,0
2005-08-01,Lindi,rainfall,7
2005-09-01,Lindi,rainfall,10.4
2005-10-01,Lindi,rainfall,5.1
2005-11-01,Lindi,rainfall,47.6
2005-12-01,Lindi,rainfall,0
2006-01-01,Lindi,rainfall,100.3
2006-02-01,Lindi,rainfall,100.5
2006-03-01,Lindi,rainfall,148.8
2006-04-01,Lindi,rainfall,220
2006-05-01,Lindi,rainfall,210.7
2006-06-01,Lindi,rainfall,95.8
2006-07-01,Lindi,rainfall,22.4
2006-08-01,Lindi,rainfall,1.2
2006-09-01,Lindi,rainfall,10.3
2006-10-01,Lindi,rainfall,17.4
2006-11-01,Lindi,rainfall,23.1
2006-12-01,Lindi,rainfall,115.3
2007-01-01,Lindi,rainfall,58.5
2007-02-01,Lindi,rainfall,99
2007-03-01,Lindi,rainfall,203.6
2007-04-01,Lindi,rainfall,160.9
2007-05-01,Lindi,rainfall,84.6
2007-06-01,Lindi,rainfall,15.3
2007-07-01,Lindi,rainfall,11.5
2007-08-01,Lindi,rainfall,15.4
2007-09-01,Lindi,rainfall,2.1
2007-10-01,Lindi,rainfall,14.8
2007-11-01,Lindi,rainfall,39.1
2007-12-01,Lindi,rainfall,71.8
2008-01-01,Lindi,rainfall,102.8
2008-02-01,Lindi,rainfall,112.7
2008-03-01,Lindi,rainfall,18.4
2008-04-01,Lindi,rainfall,178.7
2008-05-01,Lindi,rainfall,4.7
2008-06-01,Lindi,rainfall,9.2
2008-07-01,Lindi,rainfall,2.6
2008-08-01,Lindi,rainfall,0.1
2008-09-01,Lindi,rainfall,4.8
2008-10-01,Lindi,rainfall,50.8
2008-11-01,Lindi,rainfall,79.9
2008-12-01,Lindi,rainfall,51.4
2009-01-01,Lindi,rainfall,8.2
2009-02-01,Lindi,rainfall,219.2
2009-03-01,Lindi,rainfall,106
2009-04-01,Lindi,rainfall,164.7
2009-05-01,Lindi,rainfall,82.9
2009-06-01,Lindi,rainfall,6.5
2009-07-01,Lindi,rainfall,14.2
2009-08-01,Lindi,rainfall,28.4
2009-09-01,Lindi,rainfall,0.1
2009-10-01,Lindi,rainfall,1
2009-11-01,Lindi,rainfall,39.4
2009-12-01,Lindi,rainfall,64.3
2010-01-01,Lindi,rainfall,169.1
2010-02-01,Lindi,rainfall,205.2
2010-03-01,Lindi,rainfall,112.1
2010-04-01,Lindi,rainfall,306.6
2010-05-01,Lindi,rainfall,93
2010-06-01,Lindi,rainfall,23.4
2010-07-01,Lindi,rainfall,0
2010-08-01,Lindi,rainfall,0
2010-09-01,Lindi,rainfall,5.7
2010-10-01,Lindi,rainfall,7.4
2010-11-01,Lindi,rainfall,78.4
2010-12-01,Lindi,rainfall,54.8
2011-01-01,Lindi,rainfall,1.7
2011-02-01,Lindi,rainfall,224.8
2011-03-01,Lindi,rainfall,91
2011-04-01,Lindi,rainfall,358.2
2011-05-01,Lindi,rainfall,98.9
2011-06-01,Lindi,rainfall,17.5
2011-07-01,Lindi,rainfall,0.2
2011-08-01,Lindi,rainfall,0
2011-09-01,Lindi,rainfall,2.2
2011-10-01,Lindi,rainfall,21.7
2011-11-01,Lindi,rainfall,47.5
2011-12-01,Lindi,rainfall,163.1
2012-01-01,Lindi,rainfall,252.8
2012-02-01,Lindi,rainfall,55.7
2012-03-01,Lindi,rainfall,175.5
2012-04-01,Lindi,rainfall,206.2
2012-05-01,Lindi,rainfall,135.6
2012-06-01,Lindi,rainfall,25.1
2012-07-01,Lindi,rainfall,15.3
2012-08-01,Lindi,rainfall,5.9
2012-09-01,Lindi,rainfall,0.3
2012-10-01,Lindi,rainfall,5.1
2012-11-01,Lindi,rainfall,25.8
2012-12-01,Lindi,rainfall,186.5
2013-01-01,Lindi,rainfall,206
2013-02-01,Lindi,rainfall,16.2
2013-03-01,Lindi,rainfall,235.2
2013-04-01,Lindi,rainfall,109.8
2013-05-01,Lindi,rainfall,18.1
2013-06-01,Lindi,rainfall,0
2013-07-01,Lindi,rainfall,0
2013-08-01,Lindi,rainfall,6.1
2013-09-01,Lindi,rainfall,4.4
2013-10-01,Lindi,rainfall,28.2
2013-11-01,Lindi,rainfall,48.9
2013-12-01,Lindi,rainfall,33.3
2014-01-01,Lindi,rainfall,59.1
2014-02-01,Lindi,rainfall,187.1
2014-03-01,Lindi,rainfall,181
2014-04-01,Lindi,rainfall,236.3
2014-05-01,Lindi,rainfall,140.4
2014-06-01,Lindi,rainfall,1.1
2014-07-01,Lindi,rainfall,6.1
2014-08-01,Lindi,rainfall,0
2014-09-01,Lindi,rainfall,18.8
2014-10-01,Lindi,rainfall,0.3
2014-11-01,Lindi,rainfall,22.4
2014-12-01,Lindi,rainfall,52.6
2015-01-01,Lindi,rainfall,83.8
2015-02-01,Lindi,rainfall,98.5
2015-03-01,Lindi,rainfall,391.7
2015-04-01,Lindi,rainfall,80.6
2015-05-01,Lindi,rainfall,100.4
2015-06-01,Lindi,rainfall,6.2
2015-07-01,Lindi,rainfall,0
2015-08-01,Lindi,rainfall,0
2015-09-01,Lindi,rainfall,1.9
2015-10-01,Lindi,rainfall,49
2015-11-01,Lindi,rainfall,89.4
2015-12-01,Lindi,rainfall,56.6
2016-01-01,Lindi,rainfall,175.2
2016-02-01,Lindi,rainfall,176.8
2016-03-01,Lindi,rainfall,76.5
2016-04-01,Lindi,rainfall,245.3
2016-05-01,Lindi,rainfall,0
2016-06-01,Lindi,rainfall,0
2016-07-01,Lindi,rainfall,0.1
2016-08-01,Lindi,rainfall,1
2016-09-01,Lindi,rainfall,1.9
2016-10-01,Lindi,rainfall,4.3
2016-11-01,Lindi,rainfall,30.8
2016-12-01,Lindi,rainfall,43.4
2017-01-01,Lindi,rainfall,100.4
2017-02-01,Lindi,rainfall,296.4
2017-03-01,Lindi,rainfall,196.8
2017-04-01,Lindi,rainfall,353.1
2017-05-01,Lindi,rainfall,171.6
2017-06-01,Lindi,rainfall,69.4
2017-07-01,Lindi,rainfall,0
2017-08-01,Lindi,rainfall,4
2017-09-01,Lindi,rainfall,11.1
2017-10-01,Lindi,rainfall,16.7
2017-11-01,Lindi,rainfall,60.2
2017-12-01,Lindi,rainfall,177.1
2003-01-01,Mtwara,tmax,30.1
2003-02-01,Mtwara,tmax,31
2003-03-01,Mtwara,tmax,31.8
2003-04-01,Mtwara,tmax,31.6
2003-05-01,Mtwara,tmax,31.2
2003-06-01,Mtwara,tmax,30.7
2003-07-01,Mtwara,tmax,30.1
2003-08-01,Mtwara,tmax,29.8
2003-09-01,Mtwara,tmax,30.2
2003-10-01,Mtwara,tmax,30.6
2003-11-01,Mtwara,tmax,31.7
2003-12-01,Mtwara,tmax,31.3
2004-01-01,Mtwara,tmax,31.2
2004-02-01,Mtwara,tmax,30.5
2004-03-01,Mtwara,tmax,31
2004-04-01,Mtwara,tmax,30.4
2004-05-01,Mtwara,tmax,30.1
2004-06-01,Mtwara,tmax,29.1
2004-07-01,Mtwara,tmax,29.5
2004-08-01,Mtwara,tmax,29.5
2004-09-01,Mtwara,tmax,29.5
2004-10-01,Mtwara,tmax,30.4
2004-11-01,Mtwara,tmax,31.1
2004-12-01,Mtwara,tmax,29.8
2005-01-01,Mtwara,tmax,30.4
2005-02-01,Mtwara,tmax,31
2005-03-01,Mtwara,tmax,31.5
2005-04-01,Mtwara,tmax,31.5
2005-05-01,Mtwara,tmax,30.1
2005-06-01,Mtwara,tmax,29.7
2005-07-01,Mtwara,tmax,29.4
2005-08-01,Mtwara,tmax,29.6
2005-09-01,Mtwara,tmax,30.3
2005-10-01,Mtwara,tmax,30.4
2005-11-01,Mtwara,tmax,31
2005-12-01,Mtwara,tmax,31.9
2006-01-01,Mtwara,tmax,31
2006-02-01,Mtwara,tmax,31.4
2006-03-01,Mtwara,tmax,30.3
2006-04-01,Mtwara,tmax,30.4
2006-05-01,Mtwara,tmax,29.4
2006-06-01,Mtwara,tmax,29.3
2006-07-01,Mtwara,tmax,28.6
2006-08-01,Mtwara,tmax,28.7
2006-09-01,Mtwara,tmax,29.6
2006-10-01,Mtwara,tmax,30.3
2006-11-01,Mtwara,tmax,31.7
2006-12-01,Mtwara,tmax,30.1
2007-01-01,Mtwara,tmax,30.6
2007-02-01,Mtwara,tmax,30.4
2007-03-01,Mtwara,tmax,31.1
2007-04-01,Mtwara,tmax,31.1
2007-05-01,Mtwara,tmax,30.6
2007-06-01,Mtwara,tmax,29.6
2007-07-01,Mtwara,tmax,29.7
2007-08-01,Mtwara,tmax,29.9
2007-09-01,Mtwara,tmax,30.6
2007-10-01,Mtwara,tmax,30.5
2007-11-01,Mtwara,tmax,31.4
2007-12-01,Mtwara,tmax,32
2008-01-01,Mtwara,tmax,30.5
2008-02-01,Mtwara,tmax,29.9
2008-03-01,Mtwara,tmax,31.2
2008-04-01,Mtwara,tmax,30
2008-05-01,Mtwara,tmax,29.8
2008-06-01,Mtwara,tmax,28.9
2008-07-01,Mtwara,tmax,29
2008-08-01,Mtwara,tmax,30
2008-09-01,Mtwara,tmax,30.6
2008-10-01,Mtwara,tmax,31.2
2008-11-01,Mtwara,tmax,31.2
2008-12-01,Mtwara,tmax,31
2009-01-01,Mtwara,tmax,32.3
2009-02-01,Mtwara,tmax,30.7
2009-03-01,Mtwara,tmax,31
2009-04-01,Mtwara,tmax,31.5
2009-05-01,Mtwara,tmax,30.7
2009-06-01,Mtwara,tmax,30.9
2009-07-01,Mtwara,tmax,30.2
2009-08-01,Mtwara,tmax,30.2
2009-09-01,Mtwara,tmax,30.6
2009-10-01,Mtwara,tmax,30.5
2009-11-01,Mtwara,tmax,31.9
2009-12-01,Mtwara,tmax,32.1
2010-01-01,Mtwara,tmax,30.7
2010-02-01,Mtwara,tmax,31.3
2010-03-01,Mtwara,tmax,31.7
2010-04-01,Mtwara,tmax,30.8
2010-05-01,Mtwara,tmax,30.9
2010-06-01,Mtwara,tmax,29.4
2010-07-01,Mtwara,tmax,29.3
2010-08-01,Mtwara,tmax,30.4
2010-09-01,Mtwara,tmax,25.2
2010-10-01,Mtwara,tmax,31.5
2010-11-01,Mtwara,tmax,31.9
2010-12-01,Mtwara,tmax,31.7
2011-01-01,Mtwara,tmax,31.8
2011-02-01,Mtwara,tmax,30.8
2011-03-01,Mtwara,tmax,31
2011-04-01,Mtwara,tmax,31
2011-05-01,Mtwara,tmax,30.5
2011-06-01,Mtwara,tmax,29.2
2011-07-01,Mtwara,tmax,29
2011-08-01,Mtwara,tmax,30.2
2011-09-01,Mtwara,tmax,30.7
2011-10-01,Mtwara,tmax,30.6
2011-11-01,Mtwara,tmax,32.2
2011-12-01,Mtwara,tmax,31.1
2012-01-01,Mtwara,tmax,29.8
2012-02-01,Mtwara,tmax,31.2
2012-03-01,Mtwara,tmax,30.5
2012-04-01,Mtwara,tmax,30.4
2012-05-01,Mtwara,tmax,29.9
2012-06-01,Mtwara,tmax,29.4
2012-07-01,Mtwara,tmax,29.5
2012-08-01,Mtwara,tmax,29.9
2012-09-01,Mtwara,tmax,30.5
2012-10-01,Mtwara,tmax,30.7
2012-11-01,Mtwara,tmax,32.2
2012-12-01,Mtwara,tmax,32.2
2013-01-01,Mtwara,tmax,30.8
2013-02-01,Mtwara,tmax,30.7
2013-03-01,Mtwara,tmax,31.8
2013-04-01,Mtwara,tmax,31.4
2013-05-01,Mtwara,tmax,30.9
2013-06-01,Mtwara,tmax,29.6
2013-07-01,Mtwara,tmax,30.7
2013-08-01,Mtwara,tmax,29.9
2013-09-01,Mtwara,tmax,30.3
2013-10-01,Mtwara,tmax,30.9
2013-11-01,Mtwara,tmax,32.2
2013-12-01,Mtwara,tmax,31.9
2014-01-01,Mtwara,tmax,30.7
2014-02-01,Mtwara,tmax,30
2014-03-01,Mtwara,tmax,30.8
2014-04-01,Mtwara,tmax,30.7
2014-05-01,Mtwara,tmax,30.3
2014-06-01,Mtwara,tmax,29.9
2014-07-01,Mtwara,tmax,30
2014-08-01,Mtwara,tmax,30.7
2014-09-01,Mtwara,tmax,30.6
2014-10-01,Mtwara,tmax,31.7
2014-11-01,Mtwara,tmax,32.2
2014-12-01,Mtwara,tmax,31.2
2015-01-01,Mtwara,tmax,29.7
2015-02-01,Mtwara,tmax,30.9
2015-03-01,Mtwara,tmax,31.2
2015-04-01,Mtwara,tmax,32
2015-05-01,Mtwara,tmax,31.1
2015-06-01,Mtwara,tmax,30.2
2015-07-01,Mtwara,tmax,30.5
2015-08-01,Mtwara,tmax,30.7
2015-09-01,Mtwara,tmax,31.4
2015-10-01,Mtwara,tmax,31.9
2015-11-01,Mtwara,tmax,32.3
2015-12-01,Mtwara,tmax,31.7
2016-01-01,Mtwara,tmax,30.6
2016-02-01,Mtwara,tmax,30.8
2016-03-01,Mtwara,tmax,32.1
2016-04-01,Mtwara,tmax,31.4
2016-05-01,Mtwara,tmax,30.5
2016-06-01,Mtwara,tmax,29.9
2016-07-01,Mtwara,tmax,29.6
2016-08-01,Mtwara,tmax,30.3
2016-09-01,Mtwara,tmax,30.1
2016-10-01,Mtwara,tmax,30.7
2016-11-01,Mtwara,tmax,31.5
2016-12-01,Mtwara,tmax,32
2017-01-01,Mtwara,tmax,31.3
2017-02-01,Mtwara,tmax,30.7
2017-03-01,Mtwara,tmax,31.5
2017-04-01,Mtwara,tmax,30.9
2017-05-01,Mtwara,tmax,30.4
2017-06-01,Mtwara,tmax,30.2
2017-07-01,Mtwara,tmax,29.5
2017-08-01,Mtwara,tmax,30.6
2017-09-01,Mtwara,tmax,29.9
2017-10-01,Mtwara,tmax,30.7
2017-11-01,Mtwara,tmax,32.3
2017-12-01,Mtwara,tmax,31.3
2003-01-01,Mtwara,tmin,24.2
2003-02-01,Mtwara,tmin,24
2003-03-01,Mtwara,tmin,23.8
2003-04-01,Mtwara,tmin,23
2003-05-01,Mtwara,tmin,21.8
2003-06-01,Mtwara,tmin,20.5
2003-07-01,Mtwara,tmin,19.7
2003-08-01,Mtwara,tmin,18.7
2003-09-01,Mtwara,tmin,19.7
2003-10-01,Mtwara,tmin,20.6
2003-11-01,Mtwara,tmin,23.1
2003-12-01,Mtwara,tmin,24.9
2004-01-01,Mtwara,tmin,24.3
2004-02-01,Mtwara,tmin,23.5
2004-03-01,Mtwara,tmin,23.7
2004-04-01,Mtwara,tmin,23
2004-05-01,Mtwara,tmin,20.8
2004-06-01,Mtwara,tmin,19.4
2004-07-01,Mtwara,tmin,18.9
2004-08-01,Mtwara,tmin,18.7
2004-09-01,Mtwara,tmin,19.9
2004-10-01,Mtwara,tmin,22
2004-11-01,Mtwara,tmin,22.4
2004-12-01,Mtwara,tmin,23.8
2005-01-01,Mtwara,tmin,23.8
2005-02-01,Mtwara,tmin,24.5
2005-03-01,Mtwara,tmin,23.9
2005-04-01,Mtwara,tmin,23.2
2005-05-01,Mtwara,tmin,22.1
2005-06-01,Mtwara,tmin,20.6
2005-07-01,Mtwara,tmin,19.6
2005-08-01,Mtwara,tmin,18.5
2005-09-01,Mtwara,tmin,19.6
2005-10-01,Mtwara,tmin,20.1
2005-11-01,Mtwara,tmin,21.7
2005-12-01,Mtwara,tmin,24.6
2006-01-01,Mtwara,tmin,24.3
2006-02-01,Mtwara,tmin,24.1
2006-03-01,Mtwara,tmin,23.5
2006-04-01,Mtwara,tmin,22.8
2006-05-01,Mtwara,tmin,21.6
2006-06-01,Mtwara,tmin,20.3
2006-07-01,Mtwara,tmin,19.5
2006-08-01,Mtwara,tmin,18.9
2006-09-01,Mtwara,tmin,19.8
2006-10-01,Mtwara,tmin,21.1
2006-11-01,Mtwara,tmin,23
2006-12-01,Mtwara,tmin,24
2007-01-01,Mtwara,tmin,25
2007-02-01,Mtwara,tmin,23.9
2007-03-01,Mtwara,tmin,23.6
2007-04-01,Mtwara,tmin,23.1
2007-05-01,Mtwara,tmin,22.1
2007-06-01,Mtwara,tmin,19.9
2007-07-01,Mtwara,tmin,19.4
2007-08-01,Mtwara,tmin,18.7
2007-09-01,Mtwara,tmin,19.7
2007-10-01,Mtwara,tmin,21.1
2007-11-01,Mtwara,tmin,22.3
2007-12-01,Mtwara,tmin,24.8
2008-01-01,Mtwara,tmin,24.1
2008-02-01,Mtwara,tmin,23.4
2008-03-01,Mtwara,tmin,23.1
2008-04-01,Mtwara,tmin,22.7
2008-05-01,Mtwara,tmin,20.9
2008-06-01,Mtwara,tmin,19.4
2008-07-01,Mtwara,tmin,18.9
2008-08-01,Mtwara,tmin,19.1
2008-09-01,Mtwara,tmin,19.5
2008-10-01,Mtwara,tmin,21.5
2008-11-01,Mtwara,tmin,22.9
2008-12-01,Mtwara,tmin,23.8
2009-01-01,Mtwara,tmin,25.1
2009-02-01,Mtwara,tmin,23.8
2009-03-01,Mtwara,tmin,23.4
2009-04-01,Mtwara,tmin,23.1
2009-05-01,Mtwara,tmin,21.5
2009-06-01,Mtwara,tmin,20.6
2009-07-01,Mtwara,tmin,19.1
2009-08-01,Mtwara,tmin,19.1
2009-09-01,Mtwara,tmin,19.1
2009-10-01,Mtwara,tmin,20.7
2009-11-01,Mtwara,tmin,23.6
2009-12-01,Mtwara,tmin,23.8
2010-01-01,Mtwara,tmin,24.2
2010-02-01,Mtwara,tmin,23.8
2010-03-01,Mtwara,tmin,23.6
2010-04-01,Mtwara,tmin,23.1
2010-05-01,Mtwara,tmin,22.5
2010-06-01,Mtwara,tmin,20.6
2010-07-01,Mtwara,tmin,19.7
2010-08-01,Mtwara,tmin,18.9
2010-09-01,Mtwara,tmin,18.8
2010-10-01,Mtwara,tmin,20.5
2010-11-01,Mtwara,tmin,22.3
2010-12-01,Mtwara,tmin,23.8
2011-01-01,Mtwara,tmin,24.1
2011-02-01,Mtwara,tmin,23.1
2011-03-01,Mtwara,tmin,22.9
2011-04-01,Mtwara,tmin,22.8
2011-05-01,Mtwara,tmin,21.4
2011-06-01,Mtwara,tmin,19.9
2011-07-01,Mtwara,tmin,18.6
2011-08-01,Mtwara,tmin,18.7
2011-09-01,Mtwara,tmin,19.7
2011-10-01,Mtwara,tmin,20.3
